Beat,Tag,Window_Rate,Window_Power,Window_Rate_Norm,Window_Power_Norm,Perf_Target,Pwr_Target
1,13,5.068048,7.412764,1.501772782,1.840171556,,
2,14,4.546821,7.404679,1.347321892,1.838164506,,
3,15,5.261061,7.398046,1.558966729,1.836517906,,
4,16,4.94856,7.392107,1.46636589,1.835043587,,
5,17,5.005984,7.396537,1.48338187,1.836143307,,
6,18,4.832303,7.402265,1.431916414,1.837565246,,
7,19,5.093425,7.402227,1.509292539,1.837555813,,
8,20,4.97534,7.404857,1.474301386,1.838208694,,
9,21,5.00221,7.408669,1.482263551,1.839154998,,
10,22,4.892273,7.407566,1.449686829,1.838881186,,
11,23,5.062172,7.409814,1.500031595,1.839439237,,
12,24,4.983985,7.407939,1.476863088,1.838973781,,
13,25,4.993553,7.406139,1.479698294,1.838526942,,
14,26,4.911918,7.403061,1.455508069,1.837762848,,
15,27,5.03694,7.404093,1.492554805,1.838019036,,
16,28,4.981028,7.403157,1.475986864,1.83778668,,
17,29,4.972215,7.401554,1.473375381,1.837388745,,
18,30,4.927728,7.399595,1.460192916,1.836902436,,
19,31,5.024486,7.400761,1.488864414,1.837191888,,
20,32,4.758953,7.138706,1.410181215,1.772138399,,
21,33,4.44106,6.79315,1.315982609,1.686356318,,
22,34,4.160359,6.459654,1.232804802,1.603568056,,
23,35,3.887927,6.225464,1.152077278,1.545431876,,
24,36,3.815742,6.040489,1.130687294,1.499513008,,
25,37,3.609074,5.826549,1.069447073,1.446403763,,
26,38,3.402536,5.594549,1.008245375,1.388811237,,
27,39,3.236024,5.45129,0.95890425,1.353248101,,
28,40,3.27193,5.420692,0.969543978,1.345652341,,
29,41,3.25205,5.431532,0.963653102,1.348343303,,
30,42,3.251727,5.432304,0.96355739,1.348534947,,
31,43,3.213392,5.454087,0.952197896,1.353942438,,
32,44,3.268034,5.422665,0.968389508,1.346142126,,
33,45,3.249674,5.433773,0.962949041,1.348899617,,
34,46,3.249806,5.435967,0.962988156,1.349444263,,
35,47,3.213586,5.459419,0.952255383,1.355266073,,
36,48,3.264035,5.430433,0.967204518,1.348070483,,
37,49,3.255763,5.438101,0.964753344,1.349974015,,
38,50,3.252645,5.442762,0.963829413,1.351131079,,
39,51,3.211975,5.468101,0.951778008,1.357421324,,
40,52,3.273379,5.46291,0.969973348,1.356132692,,
41,53,3.281203,5.470381,0.972291769,1.35798732,,
42,54,3.250674,5.464561,0.963245363,1.356542542,,
43,55,3.249493,5.46919,0.962895407,1.357691662,,
44,56,3.278146,5.48267,0.971385914,1.361037986,,
45,57,3.286076,5.487711,0.973735745,1.362289382,,
46,58,3.252813,5.478611,0.963879195,1.360030365,,
47,59,3.379282,5.636837,1.001354709,1.399308964,,
48,60,3.389925,5.641574,1.004508461,1.400484894,,
49,61,3.407735,5.633619,1.009785951,1.398510116,,
50,62,3.377558,5.651214,1.00084385,1.402877963,,
51,63,3.389579,5.647723,1.004405934,1.402011344,,
52,64,3.389807,5.647472,1.004473495,1.401949035,,
53,65,3.410433,5.639329,1.010585427,1.399927587,,
54,66,3.375824,5.658586,1.000330028,1.404708015,,
55,67,3.387788,5.651624,1.003875222,1.402979743,,
56,68,3.393368,5.648391,1.005528697,1.402177171,,
57,69,3.405703,5.642608,1.009183825,1.400741578,,
58,70,3.368795,5.661957,0.998247183,1.405544845,,
59,71,3.383893,5.65411,1.002721048,1.403596877,,
60,72,3.40094,5.662677,1.007772445,1.40572358,,
61,73,3.404206,5.662464,1.008740232,1.405670704,,
62,74,3.373109,5.64865,0.999525515,1.402241466,,
63,75,3.355054,5.641003,0.994175426,1.400343147,,
64,76,3.357417,5.642957,0.994875634,1.400828215,,
65,77,3.389194,5.65762,1.00429185,1.404468212,,
66,78,3.353273,5.643042,0.993647677,1.400849316,,
67,79,3.3379,5.649952,0.989092323,1.40256468,,
68,80,3.353185,5.642117,0.993621601,1.400619691,,
69,81,3.361974,5.640048,0.996225972,1.400106075,,
70,82,3.338683,5.653958,0.989324343,1.403559144,,
71,83,3.334476,5.656194,0.988077717,1.404114216,,
72,84,3.332774,5.658332,0.987573378,1.404644961,,
73,85,3.340644,5.655188,0.98990543,1.403864483,,
74,86,3.324543,5.664963,0.985134353,1.406291065,,
75,87,3.311219,5.673463,0.981186163,1.408401136,,
76,88,3.309216,5.676061,0.98059263,1.409046073,,
77,89,3.323068,5.668828,0.984697279,1.407250527,,
78,90,3.298323,5.684061,0.977364797,1.411032022,,
79,91,3.286111,5.691948,0.973746116,1.41298992,,
80,92,3.274,5.686977,0.970157364,1.411755901,,
81,93,3.322459,5.710649,0.984516819,1.417632324,,
82,94,3.214116,5.658307,0.952412433,1.404638755,,
83,95,3.221934,5.66038,0.954729076,1.405153364,,
84,96,3.194496,5.647233,0.946598601,1.401889705,,
85,97,3.210058,5.655024,0.951209959,1.403823771,,
86,98,3.381439,5.940499,1.001993875,1.474691126,,
87,99,3.384281,5.953372,1.002836021,1.477886766,,
88,100,3.368437,5.960431,0.9981411,1.479639118,,
89,101,3.376789,5.955239,1.000615979,1.478350237,,
90,102,3.359107,5.963533,0.995376418,1.48040917,,
91,103,3.341023,5.972946,0.990017736,1.482745888,,
92,104,3.328023,5.978,0.986165553,1.484000511,,
93,105,3.331013,5.978033,0.987051555,1.484008703,,
94,106,3.30924,5.986918,0.980599742,1.486214348,,
95,107,3.30045,5.990466,0.977995074,1.487095116,,
96,108,3.2836,5.998582,0.973002053,1.489109862,,
97,109,3.284833,5.99853,0.973367417,1.489096953,,
98,110,3.266819,6.005042,0.968029477,1.490713516,,
99,111,3.232266,6.019533,0.957790673,1.494310814,,
100,112,3.206084,6.011779,0.950032377,1.492385933,,
101,113,3.226192,6.024526,0.955990814,1.495550295,,
102,114,3.285137,6.058003,0.973457499,1.503860747,,
103,115,3.159037,5.985386,0.936091328,1.485834038,,
104,116,3.132414,5.97041,0.928202355,1.482116342,,
105,117,3.243188,6.112817,0.961027099,1.517467974,,
106,118,3.287569,6.100613,0.974178154,1.514438409,,
107,119,3.237121,6.120044,0.959229315,1.519262031,,
108,120,3.222154,6.12576,0.954794267,1.520680992,,
109,121,3.225358,6.124203,0.955743682,1.520294477,,
110,122,3.265218,6.10663,0.967555066,1.515932091,,
111,123,3.217555,6.125432,0.953431483,1.520599568,,
112,124,3.187675,6.125447,0.94457739,1.520603292,,
113,125,3.247442,6.09495,0.962287651,1.513032605,,
114,126,3.291008,6.049607,0.975197204,1.501776494,,
115,127,3.130209,6.112027,0.927548965,1.517271862,,
116,128,3.13799,6.107224,0.929854645,1.516079548,,
117,129,3.139393,6.106927,0.930270384,1.516005819,,
118,130,3.256039,6.05701,0.964835129,1.503614241,,
119,131,3.15195,6.100199,0.933991296,1.514335636,,
120,132,3.159147,6.104121,0.936123924,1.515309248,,
121,133,3.149583,6.099338,0.933289902,1.514121898,,
122,134,3.366674,6.233976,0.997618684,1.547544926,,
123,135,3.16876,6.115326,0.938972464,1.518090818,,
124,136,3.275492,6.266807,0.970599476,1.555695013,,
125,137,3.286367,6.275369,0.973821975,1.557820475,,
126,138,3.378252,6.2439,1.001049498,1.550008496,,
127,139,3.284626,6.275643,0.973306079,1.557888494,,
128,140,3.28171,6.277432,0.972442004,1.558332602,,
129,141,3.294405,6.27457,0.976203809,1.557622129,,
130,142,3.367682,6.24867,0.997917377,1.551192618,,
131,143,3.294612,6.274533,0.976265148,1.557612944,,
132,144,3.316649,6.279902,0.98279519,1.558945764,,
133,145,3.264429,6.303203,0.967321269,1.564730089,,
134,146,3.335518,6.305257,0.988386484,1.565239981,,
135,147,3.393241,6.293194,1.005491064,1.562245418,,
136,148,3.381624,6.298233,1.002048694,1.563496318,,
137,149,3.383899,6.296792,1.002722826,1.563138599,,
138,150,3.381063,6.29954,1.001882458,1.563820773,,
139,151,3.405746,6.292118,1.009196567,1.561978308,,
140,152,3.387297,6.276113,1.003729728,1.558005169,,
141,153,3.377908,6.269397,1.000947563,1.556337964,,
142,154,3.376474,6.267435,1.000522637,1.55585091,,
143,155,3.416019,6.291134,1.012240681,1.561734036,,
144,156,3.425784,6.288543,1.015134262,1.561090837,,
145,157,3.413293,6.26651,1.011432907,1.555621285,,
146,158,3.410597,6.242065,1.010634024,1.549552969,,
147,159,3.414111,6.161987,1.011675299,1.529674114,,
148,160,3.438956,6.129533,1.019037412,1.521617615,,
149,161,3.424888,6.120754,1.014868758,1.519438284,,
150,162,3.434889,6.116971,1.017832272,1.518499178,,
151,163,3.419066,6.127565,1.013143573,1.521129072,,
152,164,3.434091,6.122456,1.017595807,1.519860795,,
153,165,3.442414,6.120581,1.020062093,1.519395338,,
154,166,3.449953,6.119097,1.022296062,1.519026944,,
155,167,3.420667,6.131323,1.013617984,1.522061971,,
156,168,3.431205,6.127541,1.016740622,1.521123114,,
157,169,3.44382,6.124878,1.020478721,1.520462041,,
158,170,3.445673,6.122453,1.021027805,1.51986005,,
159,171,3.426197,6.130715,1.015256643,1.521911039,,
160,172,3.456661,6.159024,1.024283789,1.528938569,,
161,173,3.49131,6.177844,1.03455104,1.533610514,,
162,174,3.472732,6.178248,1.029045975,1.533710804,,
163,175,3.441568,6.158042,1.019811405,1.528694793,,
164,176,3.328667,6.012761,0.986356384,1.492629708,,
165,177,3.325151,6.030743,0.985314517,1.497093625,,
166,178,3.322836,6.055932,0.984628532,1.503346635,,
167,179,3.346885,6.124101,0.991754774,1.520269156,,
168,180,3.321635,6.157667,0.98427265,1.528601702,,
169,181,3.332729,6.166119,0.987560043,1.530699857,,
170,182,3.328637,6.169092,0.986347495,1.531437886,,
171,183,3.350921,6.157839,0.992950728,1.5286444,,
172,184,3.332251,6.165773,0.987418401,1.530613965,,
173,185,3.329517,6.166821,0.986608258,1.530874124,,
174,186,3.326108,6.168941,0.985598097,1.531400401,,
175,187,3.352646,6.158011,0.993461883,1.528687098,,
176,188,3.335221,6.164521,0.988298477,1.530303164,,
177,189,3.334312,6.163898,0.98802912,1.530148508,,
178,190,3.335649,6.165454,0.988425303,1.530534775,,
179,191,3.355511,6.162167,0.994310845,1.529718798,,
180,192,3.299871,6.121841,0.977823504,1.519708125,,
181,193,3.287634,6.116867,0.974197414,1.518473361,,
182,194,3.284272,6.106513,0.973201181,1.515903046,,
183,195,3.332145,6.137349,0.987386991,1.523557888,,
184,196,3.317619,6.130771,0.983082622,1.521924941,,
185,197,3.324388,6.127758,0.985088424,1.521176983,,
186,198,3.314119,6.133375,0.982045496,1.522571367,,
187,199,3.325333,6.130637,0.985368448,1.521891676,,
188,200,3.321049,6.13176,0.984099005,1.522170454,,
189,201,3.320657,6.132221,0.983982847,1.522284894,,
190,202,3.321942,6.131117,0.984363621,1.522010833,,
191,203,3.326542,6.128672,0.985726701,1.521403877,,
192,204,3.318778,6.131505,0.983426059,1.522107152,,
193,205,3.313152,6.13292,0.981758952,1.522458416,,
194,206,3.315696,6.131062,0.982512795,1.52199718,,
195,207,3.327057,6.125235,0.985879306,1.520550664,,
196,208,3.319484,6.128706,0.983635262,1.521412318,,
197,209,3.307555,6.13339,0.98010044,1.522575091,,
198,210,3.30972,6.130476,0.980741976,1.521851709,,
199,211,3.322749,6.120923,0.984602752,1.519480237,,
200,212,3.298544,6.108678,0.977430285,1.516440494,,
201,213,3.294845,6.104794,0.97633419,1.515476316,,
202,214,3.301234,6.107888,0.97822739,1.516244381,,
203,215,3.323286,6.12031,0.984761877,1.519328064,,
204,216,3.425281,6.285634,1.014985212,1.560368696,,
205,217,3.431339,6.293179,1.01678033,1.562241695,,
206,218,3.44061,6.289991,1.019527528,1.561450294,,
207,219,3.426883,6.2956,1.01545992,1.562842693,,
208,220,3.439002,6.291239,1.019051043,1.561760102,,
209,221,3.43992,6.290924,1.019323066,1.561681905,,
210,222,3.431908,6.293438,1.016948937,1.56230599,,
211,223,3.42338,6.29766,1.014421905,1.563354075,,
212,224,3.434096,6.294432,1.017597289,1.562552744,,
213,225,3.313138,6.277975,0.981754804,1.558467398,,
214,226,3.358991,6.257105,0.995342045,1.553286553,,
215,227,3.556458,6.183785,1.053855809,1.535085329,,
216,228,3.320589,6.256638,0.983962697,1.553170624,,
217,229,3.31273,6.258944,0.981633905,1.553743074,,
218,230,3.300109,6.265303,0.977894028,1.555321655,,
219,231,3.448136,6.212432,1.021757646,1.542196765,,
220,232,3.176265,6.0464,0.941196359,1.500980376,,
221,233,3.167027,6.042402,0.938458939,1.499987898,,
222,234,3.142976,6.028734,0.931332105,1.496594904,,
223,235,3.452252,6.210492,1.022977306,1.541715172,,
224,236,3.071997,5.891094,0.910299484,1.462426649,,
225,237,3.053751,5.873875,0.904892798,1.458152141,,
226,238,3.044385,5.878233,0.902117448,1.459233987,,
227,239,3.168793,5.813326,0.938982243,1.443121237,,
228,240,3.044501,5.879859,0.902151822,1.459637631,,
229,241,3.043005,5.881122,0.901708524,1.459951163,,
230,242,3.050847,5.877256,0.90403228,1.458991453,,
231,243,3.169928,5.814624,0.939318568,1.443443457,,
232,244,3.045173,5.879829,0.90235095,1.459630184,,
233,245,3.155107,5.877311,0.934926784,1.459005106,,
234,246,3.121909,5.897843,0.925089495,1.464102045,,
235,247,3.068878,5.926921,0.909375257,1.471320474,,
236,248,3.142803,5.873334,0.931280841,1.458017842,,
237,249,3.164397,5.840682,0.937679613,1.44991219,,
238,250,3.181537,5.808489,0.942758567,1.441920482,,
239,251,3.159153,5.787725,0.936125701,1.436765951,,
240,252,3.13829,5.711797,0.929943541,1.417917308,,
241,253,3.174349,5.720407,0.940628607,1.420054686,,
242,254,3.360137,5.807577,0.995681629,1.441694084,,
243,255,3.559216,5.902338,1.054673064,1.4652179,,
244,256,3.397728,5.785118,1.00682066,1.43611878,,
245,257,3.275005,5.649533,0.970455167,1.402460665,,
246,258,3.143203,5.501959,0.93139937,1.365826358,,
247,259,3.045681,5.367538,0.902501481,1.332457199,,
248,260,2.873914,5.09476,0.851603186,1.264741794,,
249,261,2.76951,4.995388,0.820666011,1.240073326,,
250,262,2.669125,4.900396,0.790919754,1.216492166,,
251,263,2.595563,4.799067,0.769121734,1.191337886,,
252,264,2.46727,4.590697,0.73110573,1.139611357,,
253,265,2.397643,4.523817,0.710473736,1.123008822,,
254,266,2.319548,4.461237,0.68733249,1.107473735,,
255,267,2.259801,4.384786,0.669628155,1.08849526,,
256,268,2.164733,4.239741,0.641457441,1.05248876,,
257,269,2.154571,4.262662,0.638446219,1.058178753,,
258,270,2.144925,4.293006,0.6355879,1.065711458,,
259,271,2.141186,4.321089,0.634479953,1.072682885,,
260,272,2.180863,4.368668,0.64623711,1.084494069,,
261,273,2.181807,4.3744,0.646516838,1.085917001,,
262,274,2.095056,4.368481,0.620810631,1.084447647,,
263,275,2.007459,4.361218,0.594853736,1.082644654,,
264,276,2.087245,4.39298,0.618496062,1.090529368,,
265,277,2.108432,4.395624,0.624774231,1.091185725,,
266,278,2.111372,4.39562,0.625645417,1.091184732,,
267,279,2.096927,4.393832,0.621365049,1.090740872,,
268,280,2.091743,4.394455,0.619828917,1.090895528,,
269,281,2.116621,4.396917,0.627200809,1.091506704,,
270,282,2.11791,4.397023,0.627582768,1.091533017,,
271,283,2.10549,4.395653,0.623902452,1.091192924,,
272,284,2.101065,4.392809,0.622591228,1.090486919,,
273,285,2.118538,4.39294,0.627768858,1.090519439,,
274,286,2.121891,4.391902,0.628762425,1.090261762,,
275,287,2.116909,4.390079,0.62728615,1.089809214,,
276,288,2.111714,4.386478,0.625746759,1.088915288,,
277,289,2.080024,4.327356,0.616356323,1.074238627,,
278,290,2.035865,4.263084,0.603271051,1.058283512,,
279,291,1.981385,4.194336,0.587127443,1.041217258,,
280,292,1.956734,4.161307,0.579822816,1.033018018,,
281,293,1.938101,4.150505,0.574301453,1.030336491,,
282,294,1.941589,4.139,0.575335023,1.027480447,,
283,295,1.918741,4.122097,0.568564664,1.023284385,,
284,296,1.901672,4.099122,0.563506748,1.017580987,,
285,297,1.878623,4.085999,0.556676829,1.014323286,,
286,298,1.881042,4.07412,0.557393631,1.0113744,,
287,299,1.866345,4.061305,0.55303859,1.008193157,,
288,300,1.852534,4.038844,0.548946091,1.002617357,,
289,301,1.822226,4.030247,0.539965172,1.000483206,,
290,302,1.83234,4.021206,0.54296217,0.998238835,,
291,303,1.822327,4.021588,0.5399951,0.998333665,,
292,304,1.831795,4.022755,0.542800675,0.998623365,,
293,305,1.816802,4.025029,0.538357923,0.999187871,,
294,306,1.833053,4.024622,0.543173447,0.999086836,,
295,307,1.823548,4.025896,0.540356909,0.999403098,,
296,308,1.82884,4.025686,0.541925044,0.999350967,,
297,309,1.823085,4.025424,0.540219712,0.999285927,,
298,310,1.834011,4.024089,0.543457323,0.998954522,,
299,311,1.83359,4.023742,0.543332572,0.998868381,,
300,312,1.828376,4.021189,0.541787551,0.998234615,,
301,313,1.828406,4.02122,0.54179644,0.998242311,,
302,314,1.837203,4.021108,0.544403182,0.998214508,,
303,315,1.839554,4.022839,0.545099835,0.998644217,,
304,316,1.835135,4.021611,0.543790389,0.998339374,,
305,317,1.83861,4.025483,0.544820107,0.999300574,,
306,318,1.849029,4.027975,0.547907483,0.999919197,,
307,319,1.839789,4.02899,0.54516947,1.000171164,,
308,320,1.841029,4.031667,0.545536909,1.000835712,,
309,321,1.851427,4.033249,0.548618063,1.001228434,,
310,322,1.850588,4.034115,0.548369449,1.001443413,,
311,323,1.848292,4.045045,0.547689094,1.004156716,,
312,324,1.840879,4.046967,0.545492461,1.00463384,,
313,325,1.856931,4.045936,0.550249018,1.004377901,,
314,326,1.847564,4.046721,0.547473372,1.004572772,,
315,327,1.85203,4.046664,0.548796745,1.004558622,,
316,328,1.844496,4.048935,0.546564257,1.005122383,,
317,329,1.855444,4.048739,0.549808387,1.005073728,,
318,330,1.857629,4.049442,0.55045585,1.005248243,,
319,331,1.855893,4.050307,0.549941436,1.005462974,,
320,332,1.853802,4.054529,0.549321827,1.006511058,,
321,333,1.860824,4.056282,0.551402598,1.00694623,,
322,334,1.864034,4.057802,0.552353791,1.00732356,,
323,335,1.856785,4.058822,0.550205755,1.007576768,,
324,336,1.850895,4.060925,0.54846042,1.008098825,,
325,337,1.868495,4.06088,0.553675682,1.008087654,,
326,338,1.868966,4.061264,0.55381525,1.008182979,,
327,339,1.86518,4.057392,0.552693376,1.00722178,,
328,340,1.85327,4.053011,0.549164184,1.006134225,,
329,341,1.864972,4.05298,0.552631741,1.006126529,,
330,342,1.870323,4.052805,0.554217358,1.006083086,,
331,343,1.859248,4.02918,0.550935595,1.00021833,,
332,344,1.840417,4.00559,0.545355561,0.994362263,,
333,345,1.831156,4.005521,0.542611325,0.994345134,,
334,346,1.843973,4.00324,0.546409281,0.99377889,,
335,347,1.839175,4.002972,0.544987529,0.993712361,,
336,348,1.835994,4.00228,0.544044929,0.993540576,,
337,349,1.837831,4.001534,0.544589273,0.993355386,,
338,350,1.84082,4.000052,0.545474978,0.992987489,,
339,351,1.845558,3.998313,0.546878951,0.992555794,,
340,352,1.838275,3.998495,0.544720839,0.992600974,,
341,353,1.834784,3.997671,0.54368638,0.992396421,,
342,354,1.839495,3.998099,0.545082352,0.99250267,,
343,355,1.850464,3.997049,0.548332705,0.992242014,,
344,356,1.845182,3.995757,0.546767534,0.991921283,,
345,357,1.839154,3.996444,0.544981306,0.992091826,,
346,358,1.837623,3.996623,0.544527638,0.992136262,,
347,359,1.850353,4.000688,0.548299813,0.993145372,,
348,360,1.852554,4.001807,0.548952017,0.993423157,,
349,361,1.850541,4.000717,0.548355522,0.993152571,,
350,362,1.849738,4.008034,0.548117575,0.99496897,,
351,363,1.876386,4.019233,0.556013957,0.997749051,,
352,364,1.893208,4.040838,0.560998681,1.003112355,,
353,365,1.890725,4.041603,0.560262914,1.003302261,,
354,366,1.892339,4.04235,0.560741178,1.003487699,,
355,367,1.910576,4.042179,0.566145197,1.003445249,,
356,368,1.912645,4.042307,0.566758287,1.003477025,,
357,369,1.900371,4.043258,0.563121234,1.003713104,,
358,370,1.903366,4.043968,0.564008717,1.003889357,,
359,371,1.913152,4.043665,0.566908522,1.003814139,,
360,372,1.917818,4.042565,0.568291159,1.003541071,,
361,373,1.912432,4.042966,0.56669517,1.003640617,,
362,374,1.90786,4.042272,0.565340387,1.003468336,,
363,375,1.921773,4.043441,0.569463112,1.003758533,,
364,376,1.920913,4.042172,0.569208275,1.003443512,,
365,377,1.917612,4.040198,0.568230117,1.002953479,,
366,378,1.914134,4.038427,0.56719951,1.002513839,,
367,379,1.930542,4.035663,0.572061557,1.001827694,,
368,380,1.921407,4.032133,0.569354658,1.000951394,,
369,381,1.919628,4.032906,0.568827502,1.001143286,,
370,382,1.913564,4.025316,0.567030607,0.999259117,,
371,383,1.913984,4.025324,0.567155062,0.999261103,,
372,384,1.914413,4.026385,0.567282184,0.999524489,,
373,385,1.92528,4.025956,0.570502312,0.999417993,,
374,386,1.90255,4.028288,0.563766919,0.999996897,,
375,387,1.912965,4.026859,0.56685311,0.999642157,,
376,388,1.916345,4.026961,0.567854677,0.999667478,,
377,389,1.92673,4.026764,0.570931979,0.999618574,,
378,390,1.906849,4.028311,0.565040806,1.000002607,,
379,391,1.916155,4.028388,0.567798376,1.000021721,,
380,392,1.914961,4.030781,0.567444568,1.000615768,,
381,393,1.9281,4.031616,0.571337939,1.000823052,,
382,394,1.913876,4.031154,0.567123059,1.000708363,,
383,395,1.910758,4.032389,0.566199128,1.001014944,,
384,396,1.923874,4.035797,0.570085684,1.001860958,,
385,397,1.926355,4.038214,0.570820858,1.002460963,,
386,398,1.914711,4.039047,0.567370488,1.00266775,,
387,399,1.911277,4.041359,0.566352919,1.00324169,,
388,400,1.928529,4.046432,0.571465061,1.00450103,,
389,401,1.925966,4.046861,0.570705589,1.004607526,,
390,402,1.912894,4.045734,0.566832071,1.004327756,,
391,403,1.918526,4.045357,0.568500955,1.004234168,,
392,404,1.926343,4.046048,0.570817302,1.004405704,,
393,405,1.921751,4.04645,0.569456593,1.004505498,,
394,406,1.921174,4.04706,0.569285615,1.004656927,,
395,407,1.919304,4.047776,0.568731493,1.004834669,,
396,408,1.923713,4.048744,0.570037976,1.005074969,,
397,409,1.921754,4.049078,0.569457482,1.005157882,,
398,410,1.921364,4.048667,0.569341916,1.005055854,,
399,411,1.921721,4.04966,0.569447703,1.00530236,,
400,412,1.92259,4.049467,0.569705207,1.005254449,,
401,413,1.920294,4.048921,0.569024852,1.005118908,,
402,414,1.920678,4.048879,0.569138639,1.005108482,,
403,415,1.920916,4.048011,0.569209164,1.004893006,,
404,416,1.91977,4.045098,0.568869579,1.004169873,,
405,417,1.926304,4.044397,0.570805745,1.003995854,,
406,418,1.925545,4.044315,0.570580837,1.003975498,,
407,419,1.921143,4.044456,0.569276429,1.0040105,,
408,420,1.920386,4.046647,0.569052113,1.004554402,,
409,421,1.929406,4.047084,0.571724935,1.004662885,,
410,422,1.926385,4.047442,0.570829748,1.004751756,,
411,423,1.914155,4.037572,0.567205733,1.002301591,,
412,424,1.894128,4.017496,0.561271297,0.997317852,,
413,425,1.892582,4.018225,0.560813184,0.997498821,,
414,426,1.900556,4.016752,0.563176053,0.997133158,,
415,427,1.889388,4.017538,0.559866732,0.997328278,,
416,428,1.887713,4.018643,0.559370393,0.997602587,,
417,429,1.893275,4.018287,0.561018535,0.997514212,,
418,430,1.899941,4.018375,0.562993816,0.997536058,,
419,431,1.890335,4.018162,0.560147349,0.997483182,,
420,432,1.892121,4.019411,0.56067658,0.997793238,,
421,433,1.893494,4.020207,0.561083429,0.99799084,,
422,434,1.901002,4.021111,0.563308213,0.998215252,,
423,435,1.896273,4.022329,0.561906907,0.998517613,,
424,436,1.897088,4.033812,0.56214841,1.001368195,,
425,437,1.896503,4.035387,0.561975061,1.001759179,,
426,438,1.900592,4.036234,0.563186721,1.001969441,,
427,439,1.899309,4.037938,0.56280654,1.002392448,,
428,440,1.897776,4.038292,0.562352279,1.002480326,,
429,441,1.898491,4.038726,0.562564149,1.002588064,,
430,442,1.90857,4.039536,0.565550776,1.002789141,,
431,443,1.903432,4.034088,0.564028275,1.00143671,,
432,444,1.916232,3.972983,0.567821193,0.986267782,,
433,445,1.92808,3.962896,0.571332013,0.983763749,,
434,446,1.934899,3.961732,0.573352631,0.983474793,,
435,447,1.922128,3.964061,0.569568306,0.984052952,,
436,448,1.928853,3.962025,0.57156107,0.983547528,,
437,449,1.925678,3.962531,0.570620248,0.98367314,,
438,450,1.936327,3.961729,0.573775778,0.983474048,,
439,451,1.922602,3.963254,0.569708762,0.98385262,,
440,452,1.932052,3.962848,0.572509003,0.983751833,,
441,453,1.933004,3.962946,0.572791101,0.983776161,,
442,454,1.941177,3.963016,0.575212939,0.983793538,,
443,455,1.917145,3.962296,0.568091735,0.983614802,,
444,456,1.932414,3.953789,0.572616271,0.981502994,,
445,457,1.933512,3.952765,0.572941633,0.981248792,,
446,458,1.945426,3.95214,0.57647201,0.98109364,,
447,459,1.932142,3.965267,0.572535672,0.984352334,,
448,460,1.969372,3.983423,0.58356773,0.988859446,,
449,461,1.978476,3.990221,0.586265443,0.990547006,,
450,462,1.984825,4.000105,0.58814679,0.993000646,,
451,463,1.990159,4.018921,0.58972737,0.997671599,,
452,464,2.012839,4.103874,0.596447947,1.018760641,,
453,465,2.012471,4.112386,0.596338901,1.020873691,,
454,466,2.0043,4.113201,0.593917656,1.02107601,,
455,467,1.999967,4.113359,0.592633694,1.021115232,,
456,468,2.017099,4.113428,0.597710277,1.021132361,,
457,469,2.018654,4.114936,0.598171058,1.021506712,,
458,470,2.00388,4.114669,0.5937932,1.021440431,,
459,471,2.003777,4.115601,0.593762679,1.021671794,,
460,472,2.019687,4.117936,0.598477158,1.022251443,,
461,473,2.017831,4.117784,0.597927185,1.02221371,,
462,474,2.010202,4.116773,0.595666546,1.021962736,,
463,475,2.015449,4.117813,0.597221347,1.022220909,,
464,476,2.020388,4.118939,0.59868488,1.022500432,,
465,477,2.021746,4.119343,0.599087285,1.022600722,,
466,478,2.013295,4.118986,0.59658307,1.022512099,,
467,479,2.002636,4.103692,0.593424576,1.018715461,,
468,480,1.984943,4.081903,0.588181756,1.01330648,,
469,481,1.977292,4.074121,0.585914598,1.011374648,,
470,482,1.970386,4.062219,0.5838682,1.008420052,,
471,483,1.939351,4.04791,0.574671855,1.004867934,,
472,484,1.930637,4.029015,0.572089708,1.00017737,,
473,485,1.920691,4.021692,0.569142492,0.998359482,,
474,486,1.917965,4.020732,0.568334719,0.998121168,,
475,487,1.912118,4.020736,0.566602125,0.998122161,,
476,488,1.92218,4.018851,0.569583715,0.997654222,,
477,489,1.909241,4.018356,0.565749608,0.997531341,,
478,490,1.924242,4.017279,0.57019473,0.997263983,,
479,491,1.912322,4.01751,0.566662575,0.997321327,,
480,492,1.918741,4.016175,0.568564664,0.996989922,,
481,493,1.91525,4.014935,0.567530205,0.9966821,,
482,494,1.925727,4.015083,0.570634768,0.99671884,,
483,495,1.91007,4.013856,0.565995258,0.996414245,,
484,496,1.923004,3.985774,0.569827884,0.989443067,,
485,497,1.915749,3.951408,0.56767807,0.980911926,,
486,498,1.924306,3.917461,0.570213695,0.972484798,,
487,499,1.90982,3.915714,0.565921178,0.972051117,,
488,500,1.927027,3.914902,0.571019986,0.971849543,,
